,job title,more info,job_company,job_location,skill requirement 1,skill requirement 2,skill requirement 3,posted time
5547,Import-Export and Customer Service Manager,https://th.jobsdb.com//th/en/job/import-export-and-customer-service-manager-300003002455658?token=0~7c0d9c06-acba-45c2-85e2-cb07e3d95827&sectionRank=5548&jobId=jobsdb-th-job-300003002455658,Boots Retail (Thailand) Ltd.,Dindaeng,3-5 years experience in import/export customs,Strong negotiation skills.,Good knowledge of  international trading,6d ago
5548,Full Stack Web Developer (React.js Node.js),https://th.jobsdb.com//th/en/job/full-stack-web-developer-react-js-node-js-300003002451660?token=0~7c0d9c06-acba-45c2-85e2-cb07e3d95827&sectionRank=5549&jobId=jobsdb-th-job-300003002451660,"Miratara Co., Ltd.",Jatuchak,Full Stack,React JS,Node JS,5d ago
5549,Java Programmers,https://th.jobsdb.com//th/en/job/java-programmers-300003002463749?token=0~7c0d9c06-acba-45c2-85e2-cb07e3d95827&sectionRank=5550&jobId=jobsdb-th-job-300003002463749,Omniscien Technologies,Wattana,Bachelor's Degree or higher in Computer Science,Experience in software development,2+ years of coding experience in Java,6d ago
5550,Agronomist นักพืชไร่ (ประจำโรงงานกาฬสินธุ์ จังหวัดกาฬสินธุ์),https://th.jobsdb.com//th/en/job/agronomist-%E0%B8%99%E0%B8%B1%E0%B8%81%E0%B8%9E%E0%B8%B7%E0%B8%8A%E0%B9%84%E0%B8%A3%E0%B9%88-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%88%E0%B8%B3%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B8%81%E0%B8%B2%E0%B8%AC%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B8%98%E0%B8%B8%E0%B9%8C-%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%81%E0%B8%B2%E0%B8%AC%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B8%98%E0%B8%B8%E0%B9%8C-300003002455240?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5551&jobId=jobsdb-th-job-300003002455240,"Ingredion (Thailand) Co., Ltd.",Northeastern > Others,Establish and grow reliable tapioca supply,Maintain relationship and participation of farmers,Promote adoption of best practices to farmers,6d ago
5551,Section Manager - Learning & Development,https://th.jobsdb.com//th/en/job/section-manager-learning-development-300003002450210?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5552&jobId=jobsdb-th-job-300003002450210,"Siam Piwat Co., Ltd.",Pathumwan,"Lead the design, development, curation, evaluation","Learning & Development, Organizational Development","Digitized learning, individualized learning paths",7d ago
5552,Assistant Product Manager or Manager/ผู้ช่วยผู้จัดการฝ่ายผลิตภัณฑ์,https://th.jobsdb.com//th/en/job/assistant-product-manager-or-manager-%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B8%8A%E0%B9%88%E0%B8%A7%E0%B8%A2%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B8%88%E0%B8%B1%E0%B8%94%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9D%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%9C%E0%B8%A5%E0%B8%B4%E0%B8%95%E0%B8%A0%E0%B8%B1%E0%B8%93%E0%B8%91%E0%B9%8C-300003002450799?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5553&jobId=jobsdb-th-job-300003002450799,Techtronic Industries (Thailand) Limited,Huaykwang,,,,7d ago
5553,Senior Event Sales Officer,https://th.jobsdb.com//th/en/job/senior-event-sales-officer-300003002450148?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5554&jobId=jobsdb-th-job-300003002450148,"DOMINO ASIA PACIFIC CO., LTD.",Jatuchak,Develop local store marketing,Knowledge of restaurant industry,"Offline marketing, creative programs,",7d ago
5554,Warehouse Officer/เจ้าหน้าที่คลังสินค้า,https://th.jobsdb.com//th/en/job/warehouse-officer-%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%84%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B8%84%E0%B9%89%E0%B8%B2-100003008867852?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5555&jobId=jobsdb-hk-job-100003008867852,Plant A Foods Hong Kong Limited,Bangkok Area - Samutsakorn,,,,6d ago
5555,"Nurse, International Medical Coordinator",https://th.jobsdb.com//th/en/job/nurse-international-medical-coordinator-300003002459284?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5556&jobId=jobsdb-th-job-300003002459284,"Asian Assistance (Thailand) Co., Ltd.",Jatuchak,,,,6d ago
5556,"Manager, Site Reliability Engineer (SRE)",https://th.jobsdb.com//th/en/job/manager-site-reliability-engineer-sre-300003002453760?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5557&jobId=jobsdb-th-job-300003002453760,"2C2P (Thailand) Co., Ltd.",Huaykwang,Experience in negotiate SLO/SLI with product owner,Build highly available&observable systems at scale,Proven track record working as SRE Manager,8d ago
5557,HR Specialist (English Speaking),https://th.jobsdb.com//th/en/job/hr-specialist-english-speaking-300003002449558?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5558&jobId=jobsdb-th-job-300003002449558,PRTR Recruitment and Outsourcing,Bangkok,Excellent English Skills,At Least 3 Yrs Experience in Full HR Functions,BTS Phrom Phong,8d ago
5558,Marketing Executive,https://th.jobsdb.com//th/en/job/marketing-executive-300003002450396?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5559&jobId=jobsdb-th-job-300003002450396,"VJ SUPPLIES EURONATIONS CO., LTD.",Wattana,,,,7d ago
5559,Account Operations Manager,https://th.jobsdb.com//th/en/job/account-operations-manager-300003002464136?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5560&jobId=jobsdb-th-job-300003002464136,CBRE Asia Pacific,Bangkok,Experienced in Facilities Management (min 7 years),Strong management skill,Excellent command of English,6d ago
5560,Site Reliability Engineer (SRE),https://th.jobsdb.com//th/en/job/site-reliability-engineer-sre-300003002453758?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5561&jobId=jobsdb-th-job-300003002453758,"2C2P (Thailand) Co., Ltd.",Huaykwang,Experience in negotiate SLO/SLI with product owner,Build highly available&observable systems at scale,Proven track record working as SRE,8d ago
5561,Quality Engineer ( Patumthani ),https://th.jobsdb.com//th/en/job/quality-engineer-patumthani-300003002449788?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5562&jobId=jobsdb-th-job-300003002449788,"Fabrinet Co., Ltd.",Klongluang,2 years+ experience in Quality Engineer,Background Electronics Manufacturing,Bachelor in Engineering Mechanical and Electronic,8d ago
5562,"Finance and Accounting Manager (Strong operational skill, can plan for IPO)",https://th.jobsdb.com//th/en/job/finance-and-accounting-manager-strong-operational-skill-can-plan-for-ipo-300003002449586?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5563&jobId=jobsdb-th-job-300003002449586,"Skilllane Education Co., Ltd.",Sathorn,,,,8d ago
5563,Sales Manager/ผู้จัดการฝ่ายการขาย,https://th.jobsdb.com//th/en/job/sales-manager-%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B8%88%E0%B8%B1%E0%B8%94%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9D%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%82%E0%B8%B2%E0%B8%A2-300003002449413?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5564&jobId=jobsdb-th-job-300003002449413,"V. One Asset Co., Ltd.",Prakanong,,,,8d ago
5564,Head Of Marketing,https://th.jobsdb.com//th/en/job/head-of-marketing-300003002451116?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5565&jobId=jobsdb-th-job-300003002451116,"Catike Global Co., Ltd.",Klongtoey,Marketing campaigns and strategy,Build marketing plans and budgets,Social media performance,6d ago
5565,Project Manager/ผู้จัดการโครงการ,https://th.jobsdb.com//th/en/job/project-manager-%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B8%88%E0%B8%B1%E0%B8%94%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%82%E0%B8%84%E0%B8%A3%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A3-300003002464397?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5566&jobId=jobsdb-th-job-300003002464397,Office Of International Affairs and Global Network Chulalongkorn University,Pathumwan,,,,6d ago
5566,Senior Personal assistant/ Personal Assistant 2 Positions,https://th.jobsdb.com//th/en/job/senior-personal-assistant-personal-assistant-2-positions-300003002450710?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5567&jobId=jobsdb-th-job-300003002450710,"Asia Magnetic Winding Co., Ltd.",Bangplee,,,,7d ago
5567,Assistance Manager Procurement Operation (60409),https://th.jobsdb.com//th/en/job/assistance-manager-procurement-operation-60409-300003002450154?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5568&jobId=jobsdb-th-job-300003002450154,"Reeracoen Eastern Seaboard Recruitment Co., Ltd.",Overseas,"Bachelor Degree in Economics, Business, Trading",Minimum 10 years experiences as professional buyer,Excellent in English,7d ago
5568,Web Administrator,https://th.jobsdb.com//th/en/job/web-administrator-300003002449850?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5569&jobId=jobsdb-th-job-300003002449850,PRTR Recruitment and Outsourcing,Bangkok,Web Administration,eCommerce,Have Magento Skills,8d ago
5569,Sales Controller,https://th.jobsdb.com//th/en/job/sales-controller-300003002449480?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5570&jobId=jobsdb-th-job-300003002449480,Henkel (Thailand) Limited,Bangkok,"Accounting, Finance, Commercial Experience",MNC & FMCG Background,SAP and Communication skills,8d ago
5570,Business Director/ผู้อำนวยการฝ่ายบริหารธุรกิจ,https://th.jobsdb.com//th/en/job/business-director-%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B8%AD%E0%B8%B3%E0%B8%99%E0%B8%A7%E0%B8%A2%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9D%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%98%E0%B8%B8%E0%B8%A3%E0%B8%81%E0%B8%B4%E0%B8%88-300003002450120?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5571&jobId=jobsdb-th-job-300003002450120,"Slingshot Group Co., Ltd.",Bangkok,Product development & Market expansion,Analysis of competitive environment & market trend,Business Development,7d ago
5571,IT Application Support,https://th.jobsdb.com//th/en/job/it-application-support-300003002464426?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5572&jobId=jobsdb-th-job-300003002464426,MAP Active Adiperkasa Ltd.,Sathorn,,,,6d ago
5572,Sales Engineer (Customer Service Consultant),https://th.jobsdb.com//th/en/job/sales-engineer-customer-service-consultant-300003002450573?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5573&jobId=jobsdb-th-job-300003002450573,Airco Limited,Rajthevee,"Sales Engineer, HVAC system,Chiller Plant, Airside","Energy Services, Building Services, Direct Sales",CSC Combines Technical Knowledge with sales skill,7d ago
5573,Digital Marketing Manager (PPC Expert),https://th.jobsdb.com//th/en/job/digital-marketing-manager-ppc-expert-300003002450736?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5574&jobId=jobsdb-th-job-300003002450736,"FazWaz (Thailand) Co., Ltd.",Wattana,,,,7d ago
5574,Technical Consultant Manager (Metro),https://th.jobsdb.com//th/en/job/technical-consultant-manager-metro-300003002450464?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5575&jobId=jobsdb-th-job-300003002450464,"The Siam Gypsum Industry (Saraburi) Co., Ltd.",Bangkok,Promote gypsum products & systems through projects,Experience in construction industry is preferred,Work Mon-Fri in Bangkok and surrounding areas,7d ago
5575,"Manager, IT Support",https://th.jobsdb.com//th/en/job/manager-it-support-300003002454831?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5576&jobId=jobsdb-th-job-300003002454831,Ninja Logistics (Thailand) Limited.,Prakanong,Proficient with programing language,High sense of accountability and ownership,Good Command in English,7d ago
5576,Research & Development Chief Engineer,https://th.jobsdb.com//th/en/job/research-development-chief-engineer-300003002449271?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5577&jobId=jobsdb-th-job-300003002449271,"Orthopeasia Co., Ltd.",Chachoengsao,Good in 3D solid modelling,Proficiency in Simulation Software,Expert in English (Reading),8d ago
5577,Senior Consultant - SAP FI - TH,https://th.jobsdb.com//th/en/job/senior-consultant-sap-fi-th-300003002450184?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5578&jobId=jobsdb-th-job-300003002450184,Deloitte Consulting Ltd.,Sathorn,SAP FI or SAP CO implementation experience,SAP S4/Hana experience,Good in English communication,7d ago
5578,E-Commerce Assistant Manager (Used Car Business) (45K–60K) (SDG-64561)/ผู้ช่วยผู้จัดการฝ่ายอีคอมเมิร์ซ (ธุรกิจรถยนต์ใช้แล้ว),https://th.jobsdb.com//th/en/job/e-commerce-assistant-manager-used-car-business-45k-60k-sdg-64561-%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B8%8A%E0%B9%88%E0%B8%A7%E0%B8%A2%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B8%88%E0%B8%B1%E0%B8%94%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9D%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%AD%E0%B8%B5%E0%B8%84%E0%B8%AD%E0%B8%A1%E0%B9%80%E0%B8%A1%E0%B8%B4%E0%B8%A3%E0%B9%8C%E0%B8%8B-%E0%B8%98%E0%B8%B8%E0%B8%A3%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B8%A3%E0%B8%96%E0%B8%A2%E0%B8%99%E0%B8%95%E0%B9%8C%E0%B9%83%E0%B8%8A%E0%B9%89%E0%B9%81%E0%B8%A5%E0%B9%89%E0%B8%A7-300003002455616?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5579&jobId=jobsdb-th-job-300003002455616,"RGF HR Agent Recruitment (Thailand) Co., Ltd.",Bangrak,"A group company of big, well-known company","Digital Marketing Planning, UI/UX Designer",5 years exp in digital marketing and e-commerce,6d ago
5579,"Department Manager, Customs and International Trade (Automotive industry) (up to 150K)",https://th.jobsdb.com//th/en/job/department-manager-customs-and-international-trade-automotive-industry-up-to-150k-300003002455859?token=0~5b4b175b-6bce-4019-a34f-e55a153cc4c3&sectionRank=5580&jobId=jobsdb-th-job-300003002455859,"Timesconsult Co., Ltd.",Bangkok,"Advise & supervise of customs technical, free zone",Streamline the customs process & desk procedures,"Customs valuation, Tariff classify, Rule of Origin",6d ago
5580,Duty Free Key Account Manager (Bangkok),https://th.jobsdb.com//th/en/job/duty-free-key-account-manager-bangkok-300003002464645?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5581&jobId=jobsdb-th-job-300003002464645,Ambrose,Suanluang,,,,5d ago
5581,Vice President of Sales/ผู้อำนวยการฝ่ายการขาย,https://th.jobsdb.com//th/en/job/vice-president-of-sales-%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B8%AD%E0%B8%B3%E0%B8%99%E0%B8%A7%E0%B8%A2%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9D%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%82%E0%B8%B2%E0%B8%A2-300003002449402?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5582&jobId=jobsdb-th-job-300003002449402,"V. One Asset Co., Ltd.",Dindaeng,,,,8d ago
5582,"Software Engineers/Programmers (JAVA, C# .NET, Reactjs, Nodejs, Angular, JavaScript, Spring)",https://th.jobsdb.com//th/en/job/software-engineers-programmers-java-c-net-reactjs-nodejs-angular-javascript-spring-300003002449888?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5583&jobId=jobsdb-th-job-300003002449888,"DISYS (THAILAND) CO., LTD.",Bangkok,Frontend,Backend,Fullstack,8d ago
5583,Client Success Manager/ผู้จัดการฝ่ายบริการลูกค้า,https://th.jobsdb.com//th/en/job/client-success-manager-%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B8%88%E0%B8%B1%E0%B8%94%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9D%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%A5%E0%B8%B9%E0%B8%81%E0%B8%84%E0%B9%89%E0%B8%B2-100003008862136?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5584&jobId=jobsdb-hk-job-100003008862136,iClick Interactive Asia Limited,Bangkok,Good exposure to China marketing business,Experience the cross-border e-commerce,Competitive remuneration package,7d ago
5584,Design Engineer,https://th.jobsdb.com//th/en/job/design-engineer-300003002450086?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5585&jobId=jobsdb-th-job-300003002450086,Harley-Davidson (Thailand) Limited,Rayong,Degree in Mechanical Engineering / related,Min. 5 Years' experience in design automotive part,Good in English Communication,7d ago
5585,Business Development Associate,https://th.jobsdb.com//th/en/job/business-development-associate-300003002449783?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5586&jobId=jobsdb-th-job-300003002449783,Good Doctor Technology (Singapore) Pte Ltd.,Pathumwan,,,,8d ago
5586,System Engineer (3 Positions) / Software Development Engineer (2 Positions),https://th.jobsdb.com//th/en/job/system-engineer-3-positions-software-development-engineer-2-positions-300003002449288?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5587&jobId=jobsdb-th-job-300003002449288,"Net Bright Co., Ltd.",Huaykwang,Network Engineer / System Engineer,Network Engineer / System Engineer,Network Engineer / System Engineer,8d ago
5587,R&D Department (Sinsakhon Factory)(80K–100K) (SDG-64495)/ฝ่ายวิจัยและพัฒนา,https://th.jobsdb.com//th/en/job/r-d-department-sinsakhon-factory-80k-100k-sdg-64495-%E0%B8%9D%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%A7%E0%B8%B4%E0%B8%88%E0%B8%B1%E0%B8%A2%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2-300003002455580?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5588&jobId=jobsdb-th-job-300003002455580,"RGF HR Agent Recruitment (Thailand) Co., Ltd.",Samutprakarn > Muang,The challenge of taking care Big company,3 years of Security Operations Center,Perform research and development of methods,6d ago
5588,"R&D Manager (packaging) - Up to 100,000 THB - สมุทรสาคร",https://th.jobsdb.com//th/en/job/r-d-manager-packaging-up-to-100-000-thb-%E0%B8%AA%E0%B8%A1%E0%B8%B8%E0%B8%97%E0%B8%A3%E0%B8%AA%E0%B8%B2%E0%B8%84%E0%B8%A3-300003002450508?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5589&jobId=jobsdb-th-job-300003002450508,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",Bangkok Area - Samutsakorn,5 years experience in R&D (packaging),packaging / polymer / plastic materials,Able to communicate in English.,7d ago
5589,Staff-Recruitment Operation/Staff-Recruitment Operation,https://th.jobsdb.com//th/en/job/staff-recruitment-operation-staff-recruitment-operation-300003002449420?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5590&jobId=jobsdb-th-job-300003002449420,"SCB PROTECT CO., LTD.",Jatuchak,At least 3 years of experience in Recruiting/HR,Can do attitude and result driven,Strong in Microsoft Office especially Excel,8d ago
5590,Operations Specialist,https://th.jobsdb.com//th/en/job/operations-specialist-300003002449863?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5591&jobId=jobsdb-th-job-300003002449863,Dale Carnegie Thailand,Pathumwan,Administer efficiency of inventory and process,Maintain readiness of activities and deliverables,Support operational requirement and wellbeing,7d ago
5591,Senior Accountant (Contract 6 months),https://th.jobsdb.com//th/en/job/senior-accountant-contract-6-months-300003002450649?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5592&jobId=jobsdb-th-job-300003002450649,"MMSVS Group Holding Co., Ltd.",Pravet,,,,7d ago
5592,Sales Executive (Logistics / Freight),https://th.jobsdb.com//th/en/job/sales-executive-logistics-freight-300003002450271?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5593&jobId=jobsdb-th-job-300003002450271,"MM Logistics Co., Ltd.",Pathumwan,Experience in Sea/Air Logistics Sales,Sale Hunting Warehouse and Transport,Good command of spoken English,7d ago
5593,Accounting Manager,https://th.jobsdb.com//th/en/job/accounting-manager-300003002450774?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5594&jobId=jobsdb-th-job-300003002450774,"Miskawaan Health Group Co., Ltd.",Pathumwan,Manage all accounting operations,Strong knowledge with BOI regulation,Understand local/international accounting standard,7d ago
5594,Accounting Officer / เจ้าหน้าที่บัญชี,https://th.jobsdb.com//th/en/job/accounting-officer-%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%9A%E0%B8%B1%E0%B8%8D%E0%B8%8A%E0%B8%B5-300003002453246?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5595&jobId=jobsdb-th-job-300003002453246,Sermsang Power Corporation Public Company Limited,Dusit,,,,8d ago
5595,Sales and Marketing Dept. Manager,https://th.jobsdb.com//th/en/job/sales-and-marketing-dept-manager-300003002449681?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5596&jobId=jobsdb-th-job-300003002449681,n-plex Global Ltd.,Klongtoey,Bachelor's degree or master's degree in marketing,All round sales and marketing experience,"Salary: THB 70,000 – 100,000",8d ago
5596,IT Support (Junior & Senior),https://th.jobsdb.com//th/en/job/it-support-junior-senior-300003002450453?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5597&jobId=jobsdb-th-job-300003002450453,Coforge Limited,Laksri,IT Support (Junior & Senior),Good English Communication,Experience in using ServiceNow Tool,7d ago
5597,Software Manufacturing Test Engineer,https://th.jobsdb.com//th/en/job/software-manufacturing-test-engineer-300003002449309?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5598&jobId=jobsdb-th-job-300003002449309,"TE Connectivity Manufacturing (Thailand) Co., Ltd.",Bangsaotong,5 years of experience as software test engineer,English communication skills,"Able to work in Bang Saothong, Samutprakarn",8d ago
5598,Business Development Senior Manager,https://th.jobsdb.com//th/en/job/business-development-senior-manager-300003002450905?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5599&jobId=jobsdb-th-job-300003002450905,"Third Eye Management Solutions Recruitment Co., Ltd.",Klongtoey,,,,7d ago
5599,"Marketing, Assistant Manager / Senior Executive - TUMI",https://th.jobsdb.com//th/en/job/marketing-assistant-manager-senior-executive-tumi-300003002450388?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5600&jobId=jobsdb-th-job-300003002450388,"Samsonite (Thailand) Co., Ltd.",Bangrak,3-4 years of experience in marketing field.,Background in Fashion/ Retail products experience,"Plan and Implement all of marketing strategies,",7d ago
5600,"Junior and Senior Software Developers (C#, React Native, Angular - multiple positions)",https://th.jobsdb.com//th/en/job/junior-and-senior-software-developers-c-react-native-angular-multiple-positions-300003002449435?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5601&jobId=jobsdb-th-job-300003002449435,"Quantium Technology Co., Ltd.",Prakanong,,,,8d ago
5601,Loss Management Officer,https://th.jobsdb.com//th/en/job/loss-management-officer-300003002452346?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5602&jobId=jobsdb-th-job-300003002452346,Ninja Logistics (Thailand) Limited.,Prakanong,Proficiency with MS office and English,Critical Thinking and Problem Solving skills,Able to travel upcountry,11d ago
5602,SMT engineer 80 positions (Phetchaburi)/วิศวกรเทคนิคการผลิต,https://th.jobsdb.com//th/en/job/smt-engineer-80-positions-phetchaburi-%E0%B8%A7%E0%B8%B4%E0%B8%A8%E0%B8%A7%E0%B8%81%E0%B8%A3%E0%B9%80%E0%B8%97%E0%B8%84%E0%B8%99%E0%B8%B4%E0%B8%84%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9C%E0%B8%A5%E0%B8%B4%E0%B8%95-300003002449327?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5603&jobId=jobsdb-th-job-300003002449327,Cal-Comp Electronics (Thailand) Public Company Limited,Petchaburi,SMT engineer,วิศวกรเทคนิคการผลิต,Surface-mount technology (SMT),8d ago
5603,Category Head (E-commerce),https://th.jobsdb.com//th/en/job/category-head-e-commerce-300003002457237?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5604&jobId=jobsdb-th-job-300003002457237,"aCommerce Co., Ltd.",Wattana,P&L management,One of the biggest E-commerce enabler in SEA,International work culture,4d ago
5604,Production Control & Warehouse Manager (Automotive) - Rojana Industrial Estate,https://th.jobsdb.com//th/en/job/production-control-warehouse-manager-automotive-rojana-industrial-estate-300003002449903?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5605&jobId=jobsdb-th-job-300003002449903,JAC Recruitment Thailand,Ayutthaya,"Male/Female, Age 35-45 years old","5 years of experience in Production, Automotive","Excel skills, VLOOKUP, Pivot, PowerPoint",8d ago
5605,Sales Executive (General Trade) / เจ้าหน้าที่ฝ่ายขาย,https://th.jobsdb.com//th/en/job/sales-executive-general-trade-%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%9D%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%82%E0%B8%B2%E0%B8%A2-300003002449971?token=0~86b6e1fb-1c21-499a-ae0e-e4c6d8bf85cd&sectionRank=5606&jobId=jobsdb-th-job-300003002449971,"Fuburg Industrial (Thailand) Co., Ltd.",Northeastern,มีประสบการณ์ด้านการขาย อุปโภคบริโภค,สามารถปฏิบัติงานต่างจังหวัดได้,ต้องมีรถยนต์สำหรับการเดินทางเป็นของตนเอง,8d ago
